0,1,2,3,4,5,6,7,8,9,10,11,12,13
28,1,183151,7,11,2,1,0,4,1,0,0,60,39
37,6,362062,14,14,2,10,0,4,1,99999,0,50,39
29,4,215504,11,8,2,7,0,4,1,0,0,40,39
57,4,167864,8,10,6,10,1,4,0,0,0,40,39
27,2,124680,12,13,4,10,1,4,0,0,0,40,39
28,4,205337,11,8,2,3,0,4,1,0,0,40,39
31,4,61308,0,5,4,8,1,4,1,0,0,40,39
37,4,154571,15,9,2,3,0,1,1,0,0,40,0
39,4,177075,11,8,0,1,1,4,0,0,0,40,39
34,6,181087,8,10,2,3,0,4,1,0,0,45,39
32,4,24961,8,10,2,13,0,4,1,0,0,40,39
59,5,31359,12,13,2,4,0,4,1,15024,0,80,39
42,4,70055,11,8,2,6,0,4,1,0,0,40,39
47,7,148171,10,15,0,10,4,4,1,0,0,50,10
26,2,190350,9,12,4,10,3,2,0,0,0,35,39
39,4,175390,11,8,4,12,4,2,0,0,0,40,39
37,4,125550,11,8,4,13,1,4,0,14084,0,35,39
33,4,296453,12,13,2,13,0,4,1,0,0,15,39
45,4,194698,15,9,2,3,0,4,1,0,0,40,39
62,0,31577,11,8,2,0,0,4,1,0,0,18,39
58,7,159021,6,4,2,5,0,4,1,0,0,40,39
50,6,114117,11,8,2,4,0,4,1,0,0,32,39
26,4,272669,9,12,4,12,1,1,1,0,0,20,35
41,1,263339,11,8,2,14,0,4,1,0,0,40,39
36,4,745768,15,9,4,11,4,2,0,0,0,40,39
47,0,109921,11,8,5,0,4,2,0,0,0,32,39
48,2,145886,9,12,0,10,4,4,0,0,0,60,39
63,6,78383,11,8,2,5,0,4,1,0,0,45,39
31,4,243773,6,4,4,8,4,4,0,0,0,20,39
23,4,142766,15,9,4,1,3,4,1,1055,0,20,39
36,4,373952,0,5,2,7,0,4,1,0,0,40,39
27,4,328981,11,8,4,7,4,2,1,0,0,40,39
24,4,232841,11,8,4,8,1,4,1,0,0,35,39
41,6,209344,11,8,2,12,2,4,0,0,0,40,5
25,4,188119,11,8,4,6,1,4,0,0,0,40,39
55,4,125000,11,8,2,7,0,4,1,0,0,40,39
51,4,123429,12,13,2,4,0,4,1,0,0,50,39
20,4,41356,15,9,4,10,1,4,0,0,0,40,39
19,4,184737,11,8,4,8,3,4,0,0,1721,40,39
42,6,221172,11,8,0,3,1,4,1,0,0,40,39
36,4,222294,9,12,4,4,1,1,0,0,0,40,39
46,4,63299,11,8,2,8,0,4,1,0,0,50,39
19,0,249147,11,8,4,0,3,4,1,0,0,30,39
22,4,229987,15,9,4,13,2,1,0,0,0,32,39
33,2,262042,11,8,0,1,3,4,0,0,1138,40,39
20,4,196643,11,8,4,6,3,4,1,0,0,40,39
44,4,222504,15,9,2,1,5,4,0,0,0,45,39
39,4,121468,9,12,4,4,3,1,0,0,0,35,39
62,4,345780,8,10,0,8,1,4,1,0,0,40,39
55,4,199067,9,12,2,4,0,4,1,15024,0,42,39
24,0,283731,9,12,4,0,3,4,1,0,0,40,39
34,4,73199,1,6,4,8,3,1,1,0,0,40,30
38,6,194534,12,13,2,10,0,2,1,99999,0,60,39
51,4,467611,6,4,2,5,0,4,1,0,0,40,26
42,4,211450,12,13,4,4,1,4,1,0,0,45,39
17,0,341395,0,5,4,0,3,2,1,0,0,20,39
26,0,132749,9,12,4,0,1,4,0,0,0,80,39
31,6,268482,6,4,2,3,0,4,1,0,0,40,39
52,4,175622,8,10,0,8,4,4,0,0,0,40,39
53,4,424079,12,13,2,4,0,4,1,15024,0,55,39
29,4,74500,9,12,2,12,0,4,1,0,0,40,39
67,0,92061,11,8,6,0,2,4,0,0,0,8,39
20,6,197207,11,8,0,12,1,4,0,0,0,30,39
31,4,340917,11,8,4,3,4,4,1,14344,0,40,39
31,4,227886,15,9,4,1,4,2,0,0,0,35,39
42,2,340148,15,9,2,1,5,4,0,0,0,40,39
23,4,189468,8,10,2,7,3,4,0,0,0,30,39
24,4,142528,15,9,4,12,3,4,1,0,0,20,39
18,2,146586,11,8,4,8,3,4,1,0,0,60,39
23,4,182342,11,8,4,3,1,4,1,0,0,40,39
57,7,290661,10,15,0,10,1,4,1,0,0,60,39
34,4,204461,10,15,2,10,0,4,1,0,0,60,39
44,4,170924,15,9,2,3,0,4,1,7298,0,40,39
22,4,36011,8,10,4,10,1,4,1,0,0,30,39
52,4,174767,15,9,2,4,0,4,1,0,0,45,39
47,4,116279,11,8,0,3,4,4,0,0,0,43,39
24,4,142022,15,9,4,6,3,4,1,0,0,50,39
36,2,318972,15,9,0,1,4,4,0,0,0,65,39
32,6,48014,15,9,0,8,1,4,0,0,0,35,39
70,5,232871,15,9,2,4,0,4,1,0,0,30,39
31,4,219619,11,8,4,12,2,4,1,0,0,48,39
52,4,186303,15,9,2,4,0,4,1,15024,0,55,2
40,4,238329,9,12,4,12,1,4,0,0,0,45,39
61,0,30475,5,3,2,0,0,4,1,0,0,40,39
50,1,98980,9,12,2,4,0,4,1,7298,0,40,39
53,4,47396,15,9,2,1,0,4,1,0,0,50,39
36,4,160192,11,8,4,8,1,4,1,0,0,40,39
57,4,104996,15,9,4,3,1,4,1,0,0,42,39
28,4,109165,11,8,2,13,0,4,1,0,0,40,39
49,4,62546,9,12,2,4,0,4,1,0,0,40,39
33,4,215288,1,6,4,6,3,2,1,0,0,40,39
39,6,160120,10,15,0,1,2,3,1,0,0,40,0
62,4,200922,5,3,6,7,1,4,0,0,0,40,39
54,4,154949,1,6,2,8,5,2,0,0,0,40,39
46,4,148738,11,8,2,6,0,4,1,0,1740,35,39
42,2,97688,15,9,2,3,0,4,1,5178,0,40,39
24,4,438839,9,12,4,12,1,4,1,0,0,40,39
52,4,96359,10,15,2,4,0,4,1,0,0,57,39
44,4,162643,11,8,4,1,1,4,0,0,0,43,39
41,5,146659,15,9,0,7,1,4,0,0,0,40,16
19,4,459248,11,8,4,6,1,4,1,0,0,30,39
69,7,34339,11,8,2,11,0,4,1,0,0,40,39
59,2,171328,0,5,6,8,4,2,0,0,0,30,39
31,4,194901,11,8,2,12,0,4,1,0,0,50,39
21,4,518530,15,9,4,1,3,4,0,0,0,40,39
55,4,157079,15,9,2,11,0,2,1,0,0,40,0
45,4,203653,11,8,2,1,0,2,1,7298,0,40,39
26,4,199143,11,8,2,6,0,4,1,0,0,50,39
48,2,317360,12,13,2,10,5,4,0,0,0,40,39
43,4,99212,8,10,2,4,0,4,1,3103,0,48,39
42,4,383493,12,13,2,10,0,4,1,0,0,50,39
32,4,166634,11,8,2,7,0,2,1,0,0,40,39
31,4,409622,9,12,2,7,0,3,1,0,0,36,26
57,4,120302,11,8,2,7,0,4,1,0,0,40,39
38,4,186145,15,9,2,12,5,4,0,0,0,40,39
39,2,57424,9,12,0,1,4,4,0,0,0,35,39
51,4,207449,9,12,2,4,0,4,1,0,0,55,39
35,2,145308,15,9,2,8,0,4,1,0,0,40,39
25,4,129784,15,9,4,8,3,4,0,0,0,40,39
31,4,375680,9,12,4,10,4,2,0,0,0,40,0
43,4,188199,6,4,0,6,4,4,0,0,0,40,39
38,2,201410,9,12,2,4,0,4,1,0,0,40,39
64,6,31826,11,8,2,4,0,4,1,0,0,45,39
45,5,32356,9,12,2,4,0,4,1,0,0,51,39
48,6,101233,8,10,2,8,5,4,0,0,0,15,39
25,4,168403,9,12,4,10,1,4,1,0,1741,40,39
38,2,116580,9,12,2,10,5,4,0,0,0,20,39
38,4,472604,9,12,2,8,0,4,1,0,0,35,26
24,4,236769,7,11,4,4,3,4,1,0,0,40,39
45,4,72844,11,8,0,4,1,4,0,0,0,46,39
51,4,237630,11,8,2,13,0,4,1,7298,0,50,39
22,4,200374,11,8,4,7,2,4,1,0,0,35,39
44,4,228057,11,8,5,1,1,4,0,0,0,40,33
50,4,268553,11,8,2,14,0,4,1,7298,0,40,39
47,2,242552,15,9,4,11,1,2,1,0,0,40,39
24,4,204935,12,13,4,1,1,4,1,0,0,56,39
44,4,187720,11,8,2,3,0,4,1,0,0,41,39
23,2,304386,11,8,4,8,1,4,0,0,0,40,39
32,4,186824,9,12,2,3,0,4,1,0,0,40,39
27,6,120126,15,9,2,4,0,4,1,0,0,40,39
35,4,170092,11,8,3,8,4,2,0,0,0,20,39
24,4,255474,1,6,2,12,0,4,1,0,0,40,39
27,4,224849,11,8,2,3,0,4,1,0,0,40,39
61,1,151369,14,14,2,10,0,4,1,0,0,50,39
35,2,79649,9,12,2,10,0,4,1,0,0,50,39
27,4,335421,9,12,4,10,1,4,0,0,0,20,39
43,4,243580,9,12,2,10,0,4,1,0,0,40,39
26,4,187891,11,8,4,1,1,2,1,0,0,40,39
32,4,180284,0,5,2,3,0,4,1,0,0,40,39
45,4,98881,1,6,2,8,5,4,0,0,0,32,39
51,4,147954,11,8,2,1,5,2,0,3411,0,38,39
41,6,284086,8,10,0,12,1,4,1,0,0,60,39
43,6,35034,9,12,2,10,0,4,1,0,0,21,39
34,7,252529,9,12,4,10,1,4,1,0,0,48,39
17,4,270942,4,2,4,8,2,4,1,0,0,48,26
50,6,127151,12,13,2,10,5,4,0,0,0,40,2
20,0,133061,6,4,4,0,3,4,1,0,0,40,39
73,7,74040,5,3,0,8,1,1,0,0,0,40,39
44,7,691903,12,13,2,10,0,2,1,0,0,60,39
33,4,80058,11,8,4,14,1,4,1,0,0,40,39
67,6,106143,10,15,2,12,0,4,1,20051,0,40,39
29,4,204984,11,8,2,3,0,4,1,0,0,50,39
47,4,233511,12,13,0,12,1,4,1,27828,0,60,39
22,4,221745,15,9,0,7,3,4,0,0,0,40,39
43,4,221172,9,12,0,4,1,4,1,0,0,35,39
37,4,103986,9,12,2,10,0,4,1,7688,0,39,39
18,4,274057,1,6,4,8,3,2,1,0,0,8,39
31,4,210562,11,8,2,14,0,4,1,0,0,65,39
41,6,57924,15,9,2,5,0,4,1,7688,0,50,39
47,4,161950,11,8,0,8,4,4,0,0,0,32,39
34,4,112212,11,8,2,1,0,4,1,0,1485,40,39
47,4,70943,11,8,2,7,0,4,1,5178,0,40,39
54,2,172991,11,8,2,14,0,4,1,0,0,40,39
55,4,254627,11,8,2,8,0,4,1,0,0,40,39
48,4,70209,15,9,0,10,4,4,0,0,0,20,39
63,5,165667,11,8,2,4,0,4,1,0,0,40,39
52,4,190762,3,1,2,7,0,4,1,0,0,40,26
26,4,187248,11,8,2,10,1,2,1,0,0,40,39
60,4,160625,15,9,0,3,1,4,1,0,0,47,39
34,6,156809,15,9,4,3,1,4,1,0,1504,60,39
43,5,286750,14,14,2,10,0,2,1,0,0,99,39
43,4,183891,11,8,0,4,4,4,0,0,0,40,39
62,4,134768,10,15,2,10,0,4,1,7688,0,40,0
43,4,208277,12,13,2,10,5,4,0,0,0,45,39
41,4,213019,8,10,2,13,5,4,0,0,0,38,39
31,4,254293,15,9,4,10,1,4,1,0,0,40,39
35,4,538583,1,6,5,14,1,2,1,3674,0,40,39
24,6,117210,11,8,0,3,1,4,1,0,0,50,39
29,1,116394,9,12,1,10,0,4,1,0,0,50,39
60,4,82775,15,9,2,12,0,4,1,0,0,55,39
31,4,139822,11,8,2,1,5,4,0,0,0,40,39
27,4,285897,11,8,2,10,0,4,1,0,1848,45,39
24,4,309055,15,9,4,12,1,4,0,0,0,15,39
19,4,42750,15,9,4,6,1,4,1,0,0,55,39
41,7,47902,9,12,2,1,0,4,1,0,0,50,39
22,4,157145,8,10,4,3,3,4,1,0,0,50,39
37,4,259089,9,12,0,4,1,4,1,0,0,40,39
61,4,229744,4,2,2,3,0,4,1,0,0,40,8
18,4,238401,15,9,4,12,3,4,0,0,0,25,39
47,2,154033,15,9,0,10,1,4,0,0,1876,40,39
34,4,146980,11,8,3,8,4,4,0,0,0,65,39
47,4,357848,11,8,2,3,0,4,1,0,0,40,39
36,6,347491,10,15,2,10,0,4,1,0,0,35,39
65,4,258561,9,12,2,8,0,4,1,0,0,20,39
44,4,157249,9,12,2,10,0,2,1,0,1977,50,39
17,4,156736,0,5,4,12,4,4,0,0,0,12,39
53,4,302868,9,12,2,12,0,4,1,0,0,50,39
42,4,210525,15,9,2,13,0,4,1,0,0,20,39
37,4,103408,11,8,4,5,1,2,1,0,0,40,39
33,6,175502,9,12,2,10,0,4,1,0,0,60,39
29,4,214881,11,8,4,4,1,4,1,0,0,40,39
29,4,83742,11,8,0,8,4,4,0,0,0,45,39
38,5,54953,15,9,2,3,0,4,1,0,0,38,39
70,4,102610,0,5,2,6,0,4,1,0,0,32,39
47,4,198901,11,8,2,3,0,4,1,0,0,48,39
20,6,157145,15,9,4,5,3,4,1,0,2258,10,39
33,4,175697,9,12,2,4,0,4,1,15024,0,60,39
33,4,309630,11,8,2,8,0,4,1,0,0,40,39
57,2,121111,11,8,0,1,4,4,0,0,0,40,39
39,5,283338,9,12,2,4,0,4,1,7298,0,40,39
27,4,119170,1,6,4,4,4,4,0,0,0,45,39
26,4,160261,12,13,4,10,1,1,1,0,0,20,19
38,6,334366,15,9,2,5,5,4,0,0,0,15,39
34,6,174463,8,10,4,5,1,4,1,0,0,50,39
56,1,130454,9,12,2,10,0,4,1,0,0,40,39
25,4,135568,11,8,2,6,0,4,1,0,0,40,39
62,7,198686,11,8,2,8,0,4,1,0,0,40,39
39,2,98587,15,9,0,10,3,4,0,0,0,45,39
38,4,172755,11,8,4,10,1,4,1,0,0,40,39
51,6,313702,11,8,4,12,1,4,1,0,0,40,39
22,0,24008,15,9,4,0,3,4,1,0,0,72,39
33,7,119628,10,15,2,10,0,1,1,0,0,50,17
50,5,132716,15,9,2,4,0,4,1,0,0,50,11
46,4,98350,0,5,3,8,1,1,1,0,0,37,3
37,2,108540,11,8,2,3,0,4,1,0,0,40,39
29,2,190330,15,9,4,8,3,4,0,0,0,10,39
50,4,31621,11,8,2,3,0,4,1,0,0,40,39
40,6,403550,15,9,2,3,0,4,1,0,0,50,39
24,4,194604,9,12,4,12,3,4,0,0,0,15,39
38,2,167440,11,8,2,14,0,4,1,0,0,20,39
35,4,36214,9,12,2,4,0,4,1,4386,0,47,39
51,4,239155,8,10,0,8,1,4,1,0,0,40,39
31,6,203463,9,12,4,13,1,4,0,0,0,40,39
29,4,444304,9,12,2,10,0,4,1,0,0,40,39
40,4,174373,9,12,2,4,0,4,1,0,0,50,39
46,4,282538,8,10,5,7,1,2,0,0,0,40,39
37,4,26898,11,8,0,4,4,4,0,0,0,12,39
29,4,106153,11,8,4,3,1,4,1,0,0,50,39
61,4,166124,11,8,2,3,0,4,1,0,0,40,39
31,4,169240,11,8,4,8,1,4,0,0,0,40,39
20,0,29810,15,9,4,0,3,4,0,0,0,40,39
37,4,109133,12,13,5,4,1,4,1,27828,0,60,20
72,0,114761,5,3,6,0,4,4,0,0,0,20,39
41,2,90692,11,8,0,10,4,1,0,0,0,40,39
55,1,113398,15,9,4,1,4,4,1,0,0,40,39
27,4,617860,15,9,4,6,3,2,1,0,0,40,39
53,7,144586,15,9,4,11,1,4,0,0,0,40,39
46,4,192360,9,12,2,4,0,4,1,0,0,35,39
35,2,190226,11,8,4,11,3,4,1,0,0,40,39
45,2,185399,12,13,0,10,3,4,0,0,0,55,39
41,7,309056,10,15,2,10,0,4,1,0,0,50,39
36,4,175232,11,8,2,3,0,4,1,5178,0,40,39
62,6,122246,12,13,0,10,4,4,0,0,0,32,39
25,0,344719,11,8,2,0,5,4,0,0,0,4,39
47,4,185254,4,2,4,9,3,4,0,0,0,40,8
45,0,28359,11,8,5,0,4,4,0,0,0,10,39
55,4,191367,11,8,2,12,0,4,1,0,0,40,39
58,4,371064,11,8,2,5,0,4,1,0,0,20,39
48,4,47686,1,6,2,8,5,4,0,0,0,40,39
22,6,143062,11,8,4,8,3,4,1,0,0,40,12
64,6,65991,11,8,2,5,0,4,1,7298,0,45,39
52,6,63004,12,13,2,4,0,1,1,0,0,40,30
32,4,353994,9,12,2,4,2,1,0,0,0,40,3
60,4,166330,11,8,2,8,5,4,0,99999,0,40,39
54,4,225599,12,13,2,10,0,1,1,7298,0,40,19
50,2,36489,0,5,4,8,1,4,1,0,0,40,39
31,4,61559,11,8,4,8,1,4,1,0,0,50,39
45,4,293691,11,8,0,1,1,1,0,0,1590,40,24
27,2,116662,11,8,2,7,0,4,1,0,0,40,39
36,4,336595,11,8,2,4,0,4,1,0,0,50,39
38,4,28887,1,6,2,12,0,4,1,0,0,50,39
57,4,89392,12,13,3,10,1,4,0,0,0,40,39
52,1,192065,15,9,5,4,1,4,0,0,0,40,39
53,4,340723,14,14,4,10,1,4,0,0,0,40,39
36,4,301227,4,2,5,9,4,3,0,0,0,35,26
19,4,236396,1,6,4,6,1,4,1,0,0,40,39
27,6,153546,9,12,4,10,3,4,0,0,0,40,39
45,1,207107,7,11,0,1,4,1,1,0,2080,40,30
40,4,220977,10,15,2,4,0,1,1,3103,0,40,19
34,4,198183,11,8,4,1,1,4,0,0,0,40,39
60,6,168223,9,12,0,10,1,4,0,0,0,30,39
51,4,63685,11,8,2,12,0,1,1,0,0,50,1
22,6,202920,11,8,4,10,4,4,0,99999,0,40,6
57,4,136107,6,4,2,3,0,2,1,0,0,40,39
23,4,223019,11,8,4,1,3,4,0,0,0,40,39
50,4,151580,7,11,2,3,0,4,1,0,0,45,39
32,4,127451,15,9,2,10,0,4,1,0,0,38,39
46,4,187370,9,12,4,12,1,4,1,0,1504,40,39
21,0,85733,15,9,4,0,3,4,0,0,0,40,39
21,4,353628,0,5,5,12,4,2,0,0,0,38,39
31,4,222654,9,12,2,4,0,4,1,0,0,40,39
22,4,446140,11,8,4,12,3,4,1,0,0,55,39
34,4,56121,1,6,0,3,4,4,1,0,0,40,39
37,4,78928,6,4,2,8,0,4,1,3137,0,40,39
18,4,188616,1,6,4,12,3,4,1,0,0,15,39
47,4,103757,7,11,2,3,0,4,1,0,0,40,39
53,7,143822,12,13,2,10,0,4,1,0,0,36,39
32,5,124919,9,12,2,8,0,1,1,0,0,50,20
48,4,160647,15,9,4,4,1,4,0,0,0,40,21
45,2,287920,12,13,2,10,0,4,1,0,0,50,39
34,6,100079,9,12,2,12,0,1,1,0,0,55,19
19,0,369678,11,8,4,0,1,3,1,0,0,30,39
30,4,254905,11,8,2,7,0,4,1,0,0,40,39
38,4,237608,9,12,4,12,1,4,0,0,2444,45,39
49,6,168191,5,3,2,8,0,4,1,0,0,70,22
37,4,171150,11,8,2,4,0,4,1,0,1887,50,39
25,4,499233,11,8,0,1,1,4,1,0,0,40,39
49,4,245305,0,5,2,14,0,2,1,0,0,42,39
37,2,48976,9,12,4,10,1,4,0,4865,0,45,39
22,1,209131,7,11,4,8,3,4,1,0,0,20,39
42,4,331651,12,13,4,10,1,4,0,8614,0,50,39
28,6,237466,15,9,2,1,5,4,0,0,0,30,39
48,4,181758,15,9,0,1,4,4,0,0,0,40,39
34,4,58305,11,8,2,3,0,4,1,0,1573,40,39
22,4,51985,15,9,4,3,3,4,1,0,0,30,39
33,4,124187,1,6,4,14,1,2,1,0,0,60,39
40,4,374137,11,8,0,1,3,4,1,0,0,40,39
24,4,216129,11,8,4,1,3,4,1,0,0,40,39
59,4,195820,11,8,2,14,0,4,1,0,0,40,39
41,4,221947,15,9,2,4,0,4,1,0,1887,50,39
47,5,127678,15,9,2,12,0,4,1,0,0,80,39
34,4,346034,9,12,4,8,1,4,1,0,0,40,8
34,4,232855,15,9,5,8,4,2,0,0,0,37,39
21,4,180052,15,9,4,14,3,4,1,0,0,30,39
71,5,66624,9,12,2,4,0,4,1,0,2392,60,39
30,6,178255,9,12,2,12,0,4,1,0,0,70,0
48,7,78529,12,13,5,10,1,4,1,0,0,60,39
45,4,184581,11,8,2,7,0,4,1,0,0,40,39
47,6,265097,11,8,2,14,0,4,1,0,0,45,39
30,4,89625,15,9,2,10,5,1,0,0,0,5,39
34,4,54850,9,12,4,4,1,4,1,0,1590,50,39
37,4,58337,15,9,0,4,1,4,0,0,0,40,39
61,4,149981,11,8,2,1,5,4,0,2414,0,5,39
19,2,243960,15,9,4,12,3,4,0,0,0,16,39
53,4,274528,9,12,0,4,1,4,1,0,0,70,39
51,4,162944,11,8,2,3,0,4,1,0,0,40,39
39,4,29814,11,8,2,3,0,4,1,0,0,40,39
