0,1,2,3,4,5,6,7,8,9,10,11,12,13
58,6,204816,15,9,2,4,0,4,1,0,0,60,39
29,6,110663,11,8,5,3,1,4,1,0,0,35,39
48,4,265192,11,8,2,3,0,4,1,0,0,45,39
35,6,102471,11,8,0,5,1,4,1,0,0,80,33
41,2,183224,12,13,2,10,5,1,0,0,0,40,36
27,4,241607,9,12,4,13,2,4,1,0,0,50,39
30,4,97521,9,12,2,12,0,4,1,0,0,50,39
52,6,135716,11,8,2,5,0,4,1,0,0,70,39
57,4,426263,12,13,0,4,4,4,1,0,0,40,39
33,2,281784,9,12,4,13,1,2,1,0,1564,52,39
35,4,219546,15,9,4,3,1,4,1,0,0,45,11
39,4,211154,9,12,2,13,0,4,1,0,0,50,39
39,5,206253,9,12,2,10,5,4,0,0,0,40,39
19,4,160811,11,8,4,12,3,4,1,0,0,38,39
22,4,79980,15,9,4,12,3,4,1,0,0,25,39
22,4,300871,15,9,4,1,3,4,1,0,0,40,39
40,0,161285,15,9,2,0,5,4,0,0,0,25,39
48,4,373366,3,1,2,5,0,4,1,3781,0,50,26
41,4,194710,11,8,4,4,1,4,0,0,0,40,39
28,4,179512,11,8,5,4,4,4,0,0,0,50,39
52,4,163027,11,8,0,3,4,4,0,0,0,50,39
35,4,206951,12,13,2,12,0,4,1,0,0,40,39
23,4,129042,11,8,4,7,4,2,0,0,0,40,39
50,4,143953,11,8,2,12,0,4,1,0,0,65,39
29,2,115305,8,10,2,11,0,4,1,7688,0,40,39
48,6,370119,15,9,2,4,0,4,1,0,0,40,39
36,4,365739,11,8,4,7,1,4,1,0,0,40,39
90,2,227796,12,13,2,4,0,4,1,20051,0,60,39
46,2,197988,3,1,4,8,1,0,0,0,0,20,39
46,4,34377,7,11,2,3,0,4,1,0,0,40,39
28,4,176972,9,12,2,3,0,4,1,0,0,45,39
47,4,217509,11,8,6,9,1,1,0,0,0,45,37
42,7,109462,9,12,0,1,4,2,0,2977,0,40,39
43,4,306440,14,14,4,10,1,4,1,0,0,66,10
69,4,122850,11,8,2,3,0,4,1,0,0,16,39
90,1,195433,11,8,2,3,0,4,1,0,0,30,39
61,4,223133,11,8,0,6,1,2,0,0,0,40,39
31,6,235237,15,9,2,12,0,2,1,0,0,60,39
33,6,155343,15,9,4,5,1,4,1,0,0,72,39
60,6,143932,12,13,2,4,0,4,1,0,0,40,39
37,4,179137,15,9,0,1,4,4,0,0,0,39,39
33,4,180551,15,9,5,1,4,4,0,0,0,40,39
52,4,158993,11,8,0,8,2,2,0,0,0,38,39
21,4,230248,11,8,4,1,1,4,0,0,0,25,39
48,2,187969,12,13,0,10,4,4,0,0,0,80,39
18,0,264924,15,9,4,0,3,4,0,0,0,40,39
36,4,190759,9,12,2,10,0,4,1,0,0,45,39
28,7,288731,9,12,2,10,0,4,1,0,0,20,39
60,4,103344,11,8,2,3,0,4,1,15024,0,40,39
20,4,183594,15,9,4,14,3,4,1,0,0,40,39
51,5,166386,9,12,2,4,5,1,0,0,0,35,36
54,0,31588,11,8,2,0,0,4,1,2635,0,40,39
58,2,54947,15,9,4,10,1,4,0,0,0,55,39
57,6,47857,15,9,2,5,0,4,1,0,0,50,39
34,4,37676,9,12,2,12,0,4,1,0,0,50,39
42,4,336643,8,10,5,10,4,4,0,0,0,40,39
43,4,211860,11,8,4,8,4,2,0,0,0,24,39
54,4,320196,15,9,0,4,4,4,0,0,0,40,11
44,2,254146,12,13,2,10,0,4,1,0,0,40,39
25,6,159909,8,10,2,5,0,4,1,0,0,40,39
54,6,168723,11,8,2,12,0,4,1,0,0,40,39
57,5,33725,9,12,2,3,0,4,1,0,0,50,39
42,4,30824,12,13,0,10,1,4,0,2354,0,16,39
41,4,112763,11,8,6,12,1,4,0,0,0,40,39
39,4,237943,9,12,2,4,0,4,1,99999,0,70,39
59,4,131869,11,8,6,8,1,4,0,0,0,35,39
45,5,36228,9,12,2,5,0,4,1,4386,0,35,39
23,4,161478,15,9,4,8,3,1,0,0,0,23,39
44,4,224658,11,8,2,3,0,4,1,0,0,45,39
66,4,175558,5,3,6,8,1,4,0,0,0,20,11
21,4,184756,15,9,4,1,3,4,0,0,0,16,39
71,6,172046,5,3,2,5,0,4,1,0,0,50,39
63,0,424591,11,8,2,0,0,4,1,0,0,40,39
55,4,28735,11,8,0,1,4,0,0,0,0,45,39
18,4,338632,1,6,4,8,3,4,1,0,0,16,39
20,4,190429,15,9,4,8,1,4,0,0,0,40,39
38,4,204756,11,8,4,12,3,4,0,0,0,40,39
41,0,252127,15,9,6,0,4,2,0,0,0,20,39
40,2,153489,11,8,2,8,2,4,1,3137,0,40,39
51,4,243361,15,9,6,1,4,4,0,0,0,45,39
29,4,31935,11,8,0,10,1,4,0,0,0,40,39
43,6,33521,9,12,0,10,1,4,1,0,0,70,39
40,4,222011,12,13,4,10,1,4,0,3325,0,40,39
34,5,23778,9,12,0,4,1,4,1,0,0,50,39
25,4,236242,14,14,4,10,1,4,0,0,0,30,39
36,4,182863,9,12,2,4,0,4,1,0,0,50,39
28,2,335015,11,8,2,3,0,4,1,0,0,40,39
32,4,202498,1,6,2,6,0,4,1,0,0,40,4
22,0,22966,15,9,2,0,0,4,1,0,0,6,39
49,6,79627,15,9,2,4,0,4,1,0,0,40,39
30,4,261677,6,4,4,6,4,2,1,0,0,40,39
38,4,377486,11,8,4,3,1,4,1,0,0,36,39
27,4,137645,9,12,4,12,1,2,0,0,1590,40,39
27,6,70657,15,9,4,3,1,4,1,0,0,35,39
45,4,175925,11,8,2,3,0,4,1,0,0,40,39
39,6,211785,11,8,4,3,3,2,0,0,0,20,39
62,0,144583,11,8,2,0,0,4,1,0,0,40,39
35,4,417136,11,8,0,3,4,2,1,0,0,40,39
47,4,94809,8,10,2,4,5,4,0,0,0,45,39
52,4,94988,4,2,4,6,1,4,1,0,0,50,39
28,4,271466,11,8,2,4,0,4,1,0,0,45,39
41,4,113324,11,8,2,6,0,4,1,0,0,40,39
60,4,52900,5,3,2,14,0,4,1,0,0,40,39
33,0,314913,1,6,0,0,3,4,1,0,0,53,39
33,1,193246,9,12,2,1,0,4,1,0,0,42,39
38,4,364782,11,8,2,3,0,4,1,0,0,40,39
27,7,192355,9,12,4,10,1,4,1,0,0,50,39
47,4,76034,15,9,2,8,0,4,1,0,0,57,39
19,4,100790,11,8,4,10,1,4,0,0,0,40,39
49,4,122066,4,2,2,8,0,4,1,0,2603,40,12
43,6,277647,11,8,2,4,0,4,1,0,0,35,39
37,2,218490,11,8,2,11,0,4,1,7688,0,35,39
43,5,64048,6,4,4,12,3,4,0,0,0,44,32
37,7,48211,11,8,0,1,4,4,0,0,0,35,39
71,4,235079,13,0,6,3,4,2,1,0,0,10,39
34,1,419691,9,12,2,11,0,4,1,7298,0,54,39
61,4,115023,8,10,2,3,0,4,1,0,1887,60,39
46,4,102359,9,12,0,10,1,4,1,0,0,40,39
30,4,209691,5,3,0,14,1,4,1,0,0,40,39
21,4,305446,15,9,4,4,1,4,1,0,0,40,39
55,4,116442,11,8,4,12,1,4,1,0,0,38,39
43,2,98130,9,12,0,10,3,4,0,0,0,39,39
36,4,126954,11,8,0,14,1,4,1,0,0,40,39
67,0,190340,1,6,2,0,0,4,1,0,0,40,39
19,4,228238,11,8,4,7,2,4,1,0,0,40,26
43,6,144928,11,8,4,5,1,4,1,0,0,60,39
55,4,306164,11,8,2,8,0,2,1,0,0,40,39
28,4,119793,15,9,4,1,3,4,1,0,0,40,39
69,6,89477,15,9,6,5,1,4,0,0,0,14,39
35,4,108946,11,8,0,13,4,4,0,0,0,40,39
46,7,298786,15,9,4,8,3,2,0,0,0,40,39
75,6,309955,14,14,2,10,0,4,1,0,2174,50,39
64,4,203783,11,8,6,1,4,4,0,0,0,8,39
62,4,177791,0,5,0,8,3,4,0,0,0,40,39
54,6,118365,0,5,0,8,1,2,0,0,0,10,39
50,4,35224,11,8,2,3,0,4,1,0,0,40,39
28,4,410351,15,9,4,3,1,4,1,0,0,30,39
17,2,244856,1,6,4,10,3,4,0,0,0,40,39
42,4,191712,9,12,0,12,1,4,1,0,1590,40,39
19,4,138153,15,9,4,1,3,4,0,0,0,10,39
21,0,107801,15,9,4,0,3,4,0,0,0,6,39
41,5,218302,9,12,2,12,0,4,1,0,0,60,39
28,4,190525,12,13,4,10,3,4,1,0,0,40,39
22,4,183970,11,8,4,6,3,2,1,0,0,40,39
18,2,55658,0,5,4,8,3,4,1,0,0,25,39
34,4,62374,11,8,4,3,1,4,1,0,0,48,39
25,1,207342,15,9,4,4,1,2,1,0,0,40,39
31,4,279680,15,9,2,6,0,4,1,0,0,45,39
32,6,52647,0,5,2,4,0,4,1,0,0,45,39
56,4,34626,15,9,0,4,1,4,0,0,1980,40,39
23,4,91658,15,9,0,6,3,4,1,0,0,40,39
23,4,122272,9,12,4,1,3,4,0,0,0,30,39
29,4,251905,7,11,2,3,0,4,1,0,0,45,39
70,4,145419,11,8,6,1,4,4,0,0,0,5,39
35,4,167062,11,8,2,1,0,4,1,0,0,40,39
19,4,196119,11,8,4,12,3,4,0,0,0,35,39
48,4,240917,1,6,5,8,1,2,0,0,0,35,39
51,6,115851,11,8,2,3,0,4,1,0,0,40,39
29,4,162551,12,13,2,10,5,1,0,0,0,40,17
35,4,46028,7,11,0,8,4,4,0,0,0,50,39
17,6,368700,1,6,4,5,3,4,1,0,0,10,39
31,4,164309,15,9,0,1,4,4,0,0,0,38,39
20,4,116791,11,8,4,7,2,4,0,0,0,40,39
19,4,109854,11,8,4,1,3,4,0,0,0,40,39
35,4,90406,1,6,2,12,5,4,0,0,0,40,39
41,4,185267,9,12,2,10,0,4,1,0,0,40,39
24,4,199555,8,10,4,12,4,4,1,0,0,5,39
43,4,354408,2,7,2,1,0,2,1,0,0,40,39
49,4,147002,11,8,4,3,4,4,0,0,0,40,33
39,4,53569,8,10,2,3,0,4,1,0,0,40,39
36,2,331902,15,9,0,1,4,4,0,0,0,35,39
60,4,109530,8,10,2,13,0,4,1,7298,0,40,39
43,4,191547,11,8,2,5,0,4,1,0,0,40,26
17,4,354201,11,8,4,8,3,4,1,0,0,40,39
20,4,406641,15,9,4,1,3,4,0,0,0,35,39
46,2,398986,10,15,2,10,5,4,0,0,1902,52,39
36,4,113481,11,8,0,3,1,4,1,0,0,40,39
40,2,105717,12,13,4,1,1,4,0,0,1876,35,39
31,4,31600,9,12,4,10,1,4,0,0,0,40,39
53,4,89400,15,9,6,4,4,4,0,0,0,40,39
20,4,219262,6,4,4,14,1,4,1,0,0,50,39
29,4,412435,11,8,2,4,5,4,0,0,0,40,28
31,4,420749,7,11,2,3,0,4,1,0,0,40,39
54,7,188809,10,15,4,4,1,4,0,0,0,50,39
43,2,188291,14,14,2,10,0,4,1,15024,0,45,39
38,4,295127,15,9,2,7,0,4,1,0,0,40,39
34,7,156292,11,8,4,6,1,2,1,0,0,40,39
64,4,170483,11,8,6,8,1,4,0,0,0,38,39
51,2,182985,11,8,2,1,5,4,0,0,0,40,39
25,2,295289,11,8,4,10,3,2,0,0,0,40,39
40,2,26929,12,13,4,10,1,4,0,0,0,40,39
24,4,353010,9,12,4,7,1,4,1,0,0,65,39
24,4,116934,15,9,5,12,4,4,0,0,0,45,39
64,4,146110,15,9,6,8,4,4,0,0,0,24,39
21,4,312956,11,8,4,3,3,2,1,0,0,40,39
17,0,103810,2,7,4,0,3,4,1,0,0,40,39
30,2,44566,9,12,2,10,0,4,1,0,0,40,39
31,7,193565,12,13,4,13,1,4,1,0,0,40,39
25,4,178326,15,9,4,12,1,4,0,0,0,40,39
40,4,207025,11,8,4,1,1,4,0,6849,0,38,39
48,0,167381,11,8,6,0,4,4,0,0,0,25,39
27,6,115705,15,9,4,12,1,4,1,0,0,50,39
33,4,55717,11,8,4,3,1,4,1,0,0,40,39
38,2,115634,15,9,2,4,0,4,1,0,0,40,39
32,4,173351,11,8,2,3,0,4,1,0,0,48,39
21,4,107452,11,8,4,3,2,4,1,0,0,40,39
35,6,190895,9,12,0,4,1,4,1,0,0,25,39
40,6,242082,9,12,2,10,0,4,1,0,0,45,39
61,4,147280,12,13,2,4,0,4,1,0,0,60,39
23,4,162551,9,12,4,1,1,1,0,0,0,20,39
34,4,182218,8,10,0,10,4,4,0,0,0,40,39
37,6,154641,11,8,4,5,1,4,1,0,0,86,39
17,4,27032,0,5,4,12,3,4,0,0,0,12,39
57,4,124771,11,8,2,3,0,4,1,0,0,40,39
47,1,402975,15,9,2,4,0,2,1,0,0,40,39
62,4,77884,4,2,2,5,0,1,1,0,0,40,30
27,4,211570,1,6,4,6,2,2,1,0,0,40,39
28,4,31493,9,12,4,3,3,4,1,0,0,40,39
59,7,261584,9,12,4,4,1,2,0,0,0,40,28
45,4,190482,8,10,2,3,0,4,1,0,0,76,39
51,5,229465,12,13,2,4,0,4,1,15024,0,50,39
18,4,446771,15,9,4,1,3,4,1,0,0,25,39
43,4,54611,11,8,0,14,1,4,1,0,0,60,39
27,7,230922,12,13,4,4,1,4,1,0,0,40,34
38,4,154669,11,8,5,12,1,4,1,0,0,60,39
25,2,348986,11,8,4,6,2,2,1,0,0,40,39
22,4,264874,15,9,4,13,2,4,0,0,0,40,39
31,4,163516,15,9,6,1,4,4,0,0,0,40,39
63,4,38352,11,8,6,1,4,4,0,0,0,40,39
29,4,267034,1,6,4,3,3,2,1,0,0,40,14
53,1,174040,15,9,5,3,1,2,1,0,0,40,39
51,4,161838,8,10,2,3,0,4,1,0,0,57,39
35,4,82552,7,11,2,13,0,4,1,0,0,40,39
29,7,240738,11,8,2,3,0,4,1,0,0,40,39
34,6,209768,11,8,2,4,0,4,1,0,0,40,39
36,4,90897,7,11,4,13,1,4,0,0,0,40,39
32,4,127875,9,12,2,13,5,4,0,0,0,40,39
80,4,173488,15,9,6,1,1,4,0,0,0,20,39
47,2,218596,8,10,0,1,1,4,0,0,0,40,39
49,4,140121,11,8,0,4,4,4,1,0,0,50,39
19,4,224849,11,8,4,12,1,4,1,0,0,35,39
48,4,123075,8,10,2,13,0,4,1,0,0,40,39
23,4,248978,1,6,2,6,0,4,1,0,0,40,26
63,4,383058,9,12,2,12,0,4,1,0,1848,40,39
33,4,228528,0,5,4,3,4,4,0,0,0,35,39
33,4,267859,11,8,4,3,3,4,1,0,0,40,8
28,4,44216,11,8,4,11,4,0,0,0,0,40,39
30,7,180283,11,8,4,8,1,2,0,0,0,40,39
26,4,485117,7,11,4,3,1,4,1,0,0,40,39
23,4,291407,15,9,4,12,3,2,1,0,0,25,39
21,4,148211,11,8,4,6,1,4,1,3674,0,50,39
28,4,195573,11,8,2,14,0,4,1,0,0,50,39
49,2,159726,1,6,0,6,4,4,1,0,0,40,39
27,4,78529,11,8,4,14,3,4,0,0,0,15,39
38,4,102938,9,12,2,3,0,4,1,0,0,40,39
33,4,169973,8,10,5,11,1,4,0,0,0,40,39
35,4,260578,11,8,0,4,4,4,0,0,0,40,39
59,4,147989,11,8,2,7,0,4,1,0,0,40,0
43,0,152569,8,10,6,0,1,4,0,0,2339,36,39
25,4,102460,9,12,2,4,0,4,1,0,0,40,39
18,4,312353,2,7,4,8,3,2,1,0,0,20,39
46,4,163021,11,8,4,1,3,4,0,0,0,40,39
54,4,123011,15,9,2,12,0,4,1,0,0,45,39
52,4,138497,9,12,2,12,0,4,1,0,0,45,39
45,4,114032,14,14,2,10,0,4,1,0,0,60,39
54,4,816750,11,8,2,3,0,4,1,0,2051,40,39
32,4,123253,7,11,2,3,0,4,1,0,0,42,39
62,0,191118,15,9,2,0,0,4,1,7298,0,40,39
27,4,195678,9,12,2,10,0,4,1,0,0,40,39
19,0,242001,15,9,4,0,3,4,0,0,0,40,39
34,4,245173,11,8,0,12,1,4,1,0,1669,45,39
31,4,381153,0,5,2,13,0,4,1,0,0,40,39
24,4,234460,6,4,4,7,3,2,0,0,0,40,6
25,4,283087,15,9,4,4,3,2,1,0,0,40,39
25,2,163101,9,12,4,10,1,4,1,0,0,45,39
31,4,184306,8,10,4,14,3,4,1,0,1980,60,39
31,4,265706,11,8,2,3,0,4,1,7298,0,40,39
36,2,32587,15,9,2,1,0,0,1,0,0,40,39
63,4,181828,11,8,2,12,0,4,1,0,0,48,0
21,4,155066,15,9,4,3,3,4,1,0,0,40,39
18,0,31008,15,9,4,0,3,4,0,0,0,30,39
20,4,205970,15,9,4,3,3,4,0,0,0,25,39
38,4,204527,11,8,2,3,0,4,1,0,0,50,39
67,1,44774,9,12,6,1,1,4,0,0,0,40,39
26,4,152240,15,9,4,7,3,4,1,0,0,40,39
57,7,19520,10,15,0,10,4,4,0,0,0,50,39
27,4,194590,7,11,2,1,5,2,0,0,0,25,39
37,4,193952,11,8,0,8,1,2,0,0,0,40,0
33,4,99309,15,9,0,3,4,4,1,0,0,50,39
50,6,170562,7,11,2,11,0,4,1,0,0,20,39
40,4,146659,11,8,2,12,0,4,1,0,0,60,39
26,4,306225,9,12,4,4,1,1,0,0,0,40,31
41,2,42346,15,9,0,8,1,2,0,0,0,24,39
27,4,301654,11,8,4,4,3,4,0,0,0,40,39
34,4,106761,9,12,2,12,0,4,1,0,0,45,39
42,4,178074,11,8,0,1,1,4,0,0,0,40,39
35,4,224512,12,13,2,12,0,4,1,0,0,55,39
64,4,316627,4,2,0,3,1,4,1,0,0,40,39
24,4,266926,15,9,2,6,0,4,1,0,0,40,39
20,1,119156,11,8,4,1,2,4,1,0,0,20,39
30,4,195576,15,9,4,10,3,4,1,3325,0,50,39
49,7,31650,9,12,2,10,2,4,0,0,0,45,39
36,4,115360,0,5,2,7,3,4,0,3464,0,40,39
35,6,111095,11,8,2,4,0,4,1,0,0,50,39
34,2,240252,12,13,2,4,0,4,1,0,0,40,39
36,4,68089,11,8,4,7,4,0,0,0,0,40,39
28,7,277635,15,9,4,1,1,4,0,0,0,50,39
61,5,66614,11,8,2,3,0,4,1,0,0,40,39
26,4,223464,15,9,2,1,0,4,1,0,0,40,39
45,2,318280,15,9,2,10,0,4,1,7688,0,50,39
23,2,197918,15,9,4,11,3,4,1,0,0,40,39
35,4,92028,12,13,2,4,0,4,1,0,0,50,39
30,4,112263,1,6,0,6,3,4,1,0,0,40,39
26,4,335998,11,8,4,12,1,4,0,0,0,38,39
57,5,220789,11,8,2,12,0,4,1,0,0,45,39
38,4,160192,11,8,2,3,0,4,1,0,2051,44,39
38,4,193372,15,9,4,4,3,4,0,0,0,40,39
24,4,424494,9,12,2,10,0,4,1,0,0,30,39
44,1,404599,11,8,0,1,4,2,0,0,0,40,39
45,4,329603,10,15,2,10,0,4,1,0,0,40,31
19,4,607799,11,8,4,7,1,4,0,0,0,60,39
33,4,209768,9,12,2,10,0,4,1,0,0,40,39
38,4,103474,8,10,0,1,4,4,0,0,0,40,39
56,4,100776,11,8,2,12,5,4,0,0,0,50,39
28,4,181659,1,6,4,14,3,4,1,0,0,50,39
35,4,174503,11,8,0,3,1,4,0,0,0,40,39
28,0,196630,8,10,5,0,4,4,0,0,0,40,26
41,6,100800,12,13,2,4,0,4,1,7298,0,70,39
29,4,568490,11,8,2,3,0,4,1,0,0,40,39
51,4,269080,5,3,6,8,4,2,0,0,0,40,39
31,4,194055,11,8,2,14,0,4,1,0,0,50,39
33,4,256062,15,9,4,1,4,4,0,0,0,35,33
26,7,28366,9,12,4,10,1,4,1,0,0,40,39
24,4,239663,15,9,2,1,0,4,1,0,0,15,39
36,4,148581,11,8,2,3,0,4,1,0,0,55,39
76,2,329355,11,8,6,8,1,4,0,0,0,13,39
63,0,334741,11,8,2,0,0,4,1,0,0,20,39
34,4,294064,12,13,2,4,0,4,1,0,0,50,10
35,4,267798,11,8,0,3,4,4,1,0,0,40,39
40,4,223277,9,12,2,1,0,4,1,0,0,50,39
23,4,238831,15,9,4,1,3,4,1,0,0,40,39
43,4,212847,15,9,0,7,1,4,1,0,0,40,39
62,4,143312,15,9,0,8,1,4,0,0,0,60,39
41,4,167106,9,12,2,1,0,1,1,3103,0,35,30
54,2,127943,11,8,6,8,4,2,0,0,0,40,39
40,4,404573,15,9,4,12,1,4,0,0,0,44,39
35,4,176756,2,7,2,8,0,2,1,0,0,40,39
62,4,128092,11,8,6,1,1,4,0,0,0,32,39
50,4,421132,11,8,2,3,0,4,1,0,0,40,39
18,4,32244,1,6,4,6,3,4,1,594,0,30,39
25,0,219987,7,11,2,0,0,4,1,0,0,13,39
40,1,330174,14,14,2,10,0,4,1,7688,0,40,39
58,4,117477,11,8,0,1,4,2,0,0,0,36,39
21,4,270043,15,9,4,8,3,4,0,0,0,16,39
30,4,361742,15,9,2,4,0,4,1,0,0,50,39
30,6,176185,7,11,2,12,0,4,1,0,0,60,20
58,6,87510,0,5,2,3,0,4,1,0,0,40,39
34,4,126838,11,8,2,14,0,4,1,0,0,40,39
77,5,84979,10,15,2,5,0,4,1,20051,0,40,39
38,2,421446,9,12,2,4,0,2,1,0,0,50,39
25,0,12285,15,9,4,0,1,0,0,0,0,20,39
32,4,281540,15,9,2,13,0,4,1,0,0,50,39
34,2,93886,9,12,2,10,5,4,0,0,0,46,39
38,4,146178,11,8,4,3,4,2,0,0,0,40,39
45,4,229516,11,8,3,3,1,4,1,0,0,72,26
29,2,220419,9,12,4,11,1,4,1,0,0,56,39
63,6,174181,9,12,2,10,0,4,1,0,0,20,39
51,4,161482,11,8,0,8,4,4,0,0,0,38,39
27,2,322208,15,9,4,14,3,4,1,0,0,40,39
26,4,132572,9,12,4,1,3,2,0,0,0,40,39
23,7,287988,9,12,4,10,1,4,1,10520,0,40,39
59,4,153484,9,12,2,3,0,4,1,15024,0,50,39
30,2,319280,11,8,2,11,0,4,1,0,0,40,39
48,4,176917,11,8,2,3,0,4,1,0,0,55,39
41,2,184466,12,13,2,10,0,4,1,0,0,38,39
51,4,146767,8,10,2,10,0,4,1,0,0,40,39
41,7,342834,15,9,0,1,1,4,0,0,0,40,39
24,4,258120,9,12,4,12,1,4,1,0,0,55,23
26,4,310907,15,9,2,4,5,4,0,0,0,35,39
64,4,164204,3,1,2,14,0,4,1,0,0,53,0
42,6,29320,14,14,0,10,4,4,1,0,0,60,39
25,0,335376,9,12,4,0,3,4,0,0,0,30,39
32,4,402812,15,9,2,12,0,4,1,0,0,48,39
18,6,213024,15,9,4,5,3,4,1,0,0,30,39
41,6,95708,12,13,4,4,1,1,1,0,0,45,39
35,4,224566,15,9,4,4,1,4,1,0,0,60,39
31,4,144949,9,12,2,10,0,4,1,0,0,40,39
67,1,223257,11,8,6,8,4,4,1,0,0,40,39
50,4,240612,11,8,3,4,4,4,0,0,0,10,39
39,4,356838,11,8,4,5,3,4,1,0,0,12,39
23,6,174714,0,5,4,3,1,4,1,0,0,60,39
37,4,334291,9,12,4,4,1,4,1,0,0,50,39
30,1,59951,15,9,2,1,3,4,1,0,0,40,39
25,4,185942,12,13,4,10,3,4,0,0,0,40,39
55,4,234213,11,8,2,14,0,4,1,0,0,60,39
20,4,38455,0,5,4,8,1,4,1,0,0,40,39
40,4,291192,11,8,6,12,1,4,0,0,0,40,39
30,4,224462,11,8,4,6,3,4,1,0,0,40,39
22,4,167615,11,8,4,12,4,4,0,0,0,40,39
26,4,186950,8,10,2,1,5,4,0,0,0,40,39
44,4,232421,11,8,3,14,1,3,1,0,0,32,2
47,4,176893,11,8,0,3,1,2,1,8614,0,44,39
20,4,241752,11,8,2,7,0,4,1,0,0,40,39
44,2,124692,12,13,2,10,0,4,1,0,0,35,39
22,4,200318,7,11,4,1,1,4,0,0,0,15,39
18,4,187770,11,8,4,6,3,4,1,0,0,30,39
51,4,199688,9,12,2,4,0,4,1,0,1977,60,0
41,6,229148,11,8,4,8,1,2,1,0,0,60,23
45,5,177543,11,8,2,12,5,4,0,0,0,50,39
31,4,124420,1,6,2,3,0,4,1,0,0,40,39
58,0,142158,11,8,6,0,1,4,0,0,0,12,39
62,5,200577,12,13,2,12,0,4,1,0,0,45,39
54,6,105010,9,12,2,4,0,4,1,0,0,40,39
27,4,56870,11,8,2,7,0,4,1,0,0,40,39
37,6,36214,9,12,2,3,0,4,1,0,0,65,39
37,4,112497,14,14,2,10,0,4,1,0,0,50,39
22,4,412316,11,8,4,12,2,2,1,0,0,40,0
33,4,26973,8,10,2,13,5,4,0,0,0,40,39
35,5,175769,11,8,2,12,0,4,1,0,0,65,39
57,0,85815,11,8,0,0,3,1,1,0,0,20,39
24,4,235722,11,8,4,8,1,4,1,0,0,40,39
61,4,137733,15,9,0,8,1,4,1,0,0,25,39
41,4,190885,11,8,0,9,1,4,0,0,0,40,13
46,4,153501,11,8,4,14,1,0,1,0,0,40,39
